"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"2008","Euro area (19 countries)","Terajoule","Electrical energy","Consumption in Energy Sector","722,023",""
"2009","Euro area (19 countries)","Terajoule","Electrical energy","Consumption in Energy Sector","718,585",""
"2010","Euro area (19 countries)","Terajoule","Electrical energy","Consumption in Energy Sector","706,212",""
"2011","Euro area (19 countries)","Terajoule","Electrical energy","Consumption in Energy Sector","702,198",""
"2012","Euro area (19 countries)","Terajoule","Electrical energy","Consumption in Energy Sector","677,466",""
"2013","Euro area (19 countries)","Terajoule","Electrical energy","Consumption in Energy Sector","645,962",""
"2014","Euro area (19 countries)","Terajoule","Electrical energy","Consumption in Energy Sector","632,952",""
"2015","Euro area (19 countries)","Terajoule","Electrical energy","Consumption in Energy Sector","641,095",""
"1990","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","17,928",""
"1991","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","19,145",""
"1992","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","19,505",""
"1993","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","19,174",""
"1994","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","19,105",""
"1995","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","19,681",""
"1996","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","20,228",""
"1997","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","20,200",""
"1998","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","20,408",""
"1999","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","20,102",""
"2000","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","20,765",""
"2001","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","20,506",""
"2002","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","22,709",""
"2003","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","23,335",""
"2004","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","26,892",""
"2005","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","27,079",""
"2006","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","27,036",""
"2007","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","26,381",""
"2008","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","25,585",""
"2009","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","23,659",""
"2010","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","24,264",""
"2011","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","26,230",""
"2012","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","22,543",""
"2013","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","18,238",""
"2014","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","16,319",""
"2015","Belgium","Terajoule","Electrical energy","Consumption in Energy Sector","15,264",""
"1990","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","22,378",""
"1991","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","26,888",""
"1992","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","20,639",""
"1993","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,784",""
"1994","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","20,891",""
"1995","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","24,156",""
"1996","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","23,371",""
"1997","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,247",""
"1998","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,960",""
"1999","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","20,326",""
"2000","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","19,746",""
"2001","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,172",""
"2002","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","20,203",""
"2003","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","20,437",""
"2004","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","19,814",""
"2005","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","20,840",""
"2006","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,265",""
"2007","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","22,522",""
"2008","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,157",""
"2009","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,186",""
"2010","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,254",""
"2011","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","23,472",""
"2012","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","22,172",""
"2013","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","19,656",""
"2014","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","20,617",""
"2015","Bulgaria","Terajoule","Electrical energy","Consumption in Energy Sector","21,722",""
"1990","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","33,862",""
"1991","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","34,160",""
"1992","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","31,594",""
"1993","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","31,442",""
"1994","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","29,938",""
"1995","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","29,315",""
"1996","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","30,175",""
"1997","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","29,902",""
"1998","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","30,006",""
"1999","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","28,228",""
"2000","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","30,805",""
"2001","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","32,054",""
"2002","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","32,137",""
"2003","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","32,792",""
"2004","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","32,965",""
"2005","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","32,324",""
"2006","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","32,839",""
"2007","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","34,042",""
"2008","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","32,846",""
"2009","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","30,917",""
"2010","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","34,960",""
"2011","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","35,467",""
"2012","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","33,880",""
"2013","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","33,502",""
"2014","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","33,012",""
"2015","Czech Republic","Terajoule","Electrical energy","Consumption in Energy Sector","33,174",""
"1990","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","7,906",""
"1991","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","10,080",""
"1992","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,004",""
"1993","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,223",""
"1994","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","10,397",""
"1995","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,468",""
"1996","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","11,794",""
"1997","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","10,890",""
"1998","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","8,809",""
"1999","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","8,773",""
"2000","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","7,690",""
"2001","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","7,884",""
"2002","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,320",""
"2003","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","11,520",""
"2004","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,943",""
"2005","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,360",""
"2006","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","11,826",""
"2007","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","10,498",""
"2008","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,932",""
"2009","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","10,386",""
"2010","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","10,616",""
"2011","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,378",""
"2012","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","8,611",""
"2013","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","9,540",""
"2014","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","8,672",""
"2015","Denmark","Terajoule","Electrical energy","Consumption in Energy Sector","7,481",""
"1990","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","251,892",""
"1991","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","238,118",""
"1992","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","233,899",""
"1993","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","217,764",""
"1994","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","219,784",""
"1995","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","220,162",""
"1996","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","221,360",""
"1997","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","223,319",""
"1998","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","221,324",""
"1999","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","204,613",""
"2000","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","208,170",""
"2001","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","205,621",""
"2002","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","201,553",""
"2003","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","211,507",""
"2004","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","212,303",""
"2005","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","214,711",""
"2006","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","213,858",""
"2007","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","210,384",""
"2008","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","203,717",""
"2009","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","199,548",""
"2010","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","198,828",""
"2011","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","191,225",""
"2012","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","190,012",""
"2013","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","191,077",""
"2014","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","183,812",""
"2015","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Consumption in Energy Sector","188,456",""
"1990","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","8,017",""
"1991","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","7,398",""
"1992","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","6,552",""
"1993","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,440",""
"1994","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,699",""
"1995","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,551",""
"1996","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,656",""
"1997","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,674",""
"1998","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,065",""
"1999","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","4,943",""
"2000","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","4,781",""
"2001","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","4,784",""
"2002","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","4,468",""
"2003","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,310",""
"2004","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,346",""
"2005","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,234",""
"2006","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,094",""
"2007","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,836",""
"2008","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","5,422",""
"2009","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","4,770",""
"2010","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","6,318",""
"2011","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","6,318",""
"2012","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","6,732",""
"2013","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","7,070",""
"2014","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","6,998",""
"2015","Estonia","Terajoule","Electrical energy","Consumption in Energy Sector","6,995",""
"1990","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","3,906",""
"1991","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","3,938",""
"1992","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,205",""
"1993","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,216",""
"1994","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,298",""
"1995","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,446",""
"1996","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,712",""
"1997","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,792",""
"1998","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,936",""
"1999","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,885",""
"2000","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,580",""
"2001","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,566",""
"2002","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,839",""
"2003","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,537",""
"2004","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,558",""
"2005","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,501",""
"2006","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","6,160",""
"2007","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,911",""
"2008","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,976",""
"2009","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","5,663",""
"2010","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,453",""
"2011","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","3,654",""
"2012","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,442",""
"2013","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,489",""
"2014","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,230",""
"2015","Ireland","Terajoule","Electrical energy","Consumption in Energy Sector","4,100",""
"1990","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","14,936",""
"1991","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","15,008",""
"1992","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","16,031",""
"1993","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","17,096",""
"1994","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","17,586",""
"1995","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","17,406",""
"1996","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","17,784",""
"1997","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","18,367",""
"1998","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","19,098",""
"1999","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","20,149",""
"2000","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","21,564",""
"2001","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","21,924",""
"2002","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","22,547",""
"2003","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","23,209",""
"2004","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","24,106",""
"2005","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","24,138",""
"2006","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","24,613",""
"2007","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","25,265",""
"2008","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","24,574",""
"2009","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","27,090",""
"2010","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","22,212",""
"2011","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","28,044",""
"2012","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","32,141",""
"2013","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","22,734",""
"2014","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","19,847",""
"2015","Greece","Terajoule","Electrical energy","Consumption in Energy Sector","20,693",""
"1990","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","39,424",""
"1991","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","39,218",""
"1992","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","42,221",""
"1993","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","40,230",""
"1994","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","38,293",""
"1995","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","47,563",""
"1996","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","41,926",""
"1997","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","46,613",""
"1998","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","47,423",""
"1999","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","53,374",""
"2000","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","63,493",""
"2001","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","63,299",""
"2002","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","73,760",""
"2003","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","65,344",""
"2004","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","67,986",""
"2005","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","71,712",""
"2006","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","75,784",""
"2007","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","71,363",""
"2008","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","68,515",""
"2009","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","70,348",""
"2010","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","61,898",""
"2011","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","60,466",""
"2012","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","63,533",""
"2013","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","61,376",""
"2014","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","65,444",""
"2015","Spain","Terajoule","Electrical energy","Consumption in Energy Sector","68,648",""
"1990","France","Terajoule","Electrical energy","Consumption in Energy Sector","151,243",""
"1991","France","Terajoule","Electrical energy","Consumption in Energy Sector","171,248",""
"1992","France","Terajoule","Electrical energy","Consumption in Energy Sector","170,759",""
"1993","France","Terajoule","Electrical energy","Consumption in Energy Sector","164,686",""
"1994","France","Terajoule","Electrical energy","Consumption in Energy Sector","172,570",""
"1995","France","Terajoule","Electrical energy","Consumption in Energy Sector","172,325",""
"1996","France","Terajoule","Electrical energy","Consumption in Energy Sector","188,964",""
"1997","France","Terajoule","Electrical energy","Consumption in Energy Sector","181,138",""
"1998","France","Terajoule","Electrical energy","Consumption in Energy Sector","183,337",""
"1999","France","Terajoule","Electrical energy","Consumption in Energy Sector","184,104",""
"2000","France","Terajoule","Electrical energy","Consumption in Energy Sector","184,212",""
"2001","France","Terajoule","Electrical energy","Consumption in Energy Sector","182,902",""
"2002","France","Terajoule","Electrical energy","Consumption in Energy Sector","188,096",""
"2003","France","Terajoule","Electrical energy","Consumption in Energy Sector","198,688",""
"2004","France","Terajoule","Electrical energy","Consumption in Energy Sector","198,979",""
"2005","France","Terajoule","Electrical energy","Consumption in Energy Sector","202,154",""
"2006","France","Terajoule","Electrical energy","Consumption in Energy Sector","170,082",""
"2007","France","Terajoule","Electrical energy","Consumption in Energy Sector","179,546",""
"2008","France","Terajoule","Electrical energy","Consumption in Energy Sector","198,965",""
"2009","France","Terajoule","Electrical energy","Consumption in Energy Sector","198,508",""
"2010","France","Terajoule","Electrical energy","Consumption in Energy Sector","195,995",""
"2011","France","Terajoule","Electrical energy","Consumption in Energy Sector","188,176",""
"2012","France","Terajoule","Electrical energy","Consumption in Energy Sector","167,440",""
"2013","France","Terajoule","Electrical energy","Consumption in Energy Sector","151,600",""
"2014","France","Terajoule","Electrical energy","Consumption in Energy Sector","151,099",""
"2015","France","Terajoule","Electrical energy","Consumption in Energy Sector","150,383",""
"1990","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,125",""
"1991","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,534",""
"1992","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,477",""
"1993","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,002",""
"1994","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,362",""
"1995","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,783",""
"1996","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,434",""
"1997","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,772",""
"1998","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,981",""
"1999","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,999",""
"2000","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,840",""
"2001","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","2,992",""
"2002","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,460",""
"2003","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,557",""
"2004","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,481",""
"2005","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,305",""
"2006","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,384",""
"2007","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,715",""
"2008","Croatia","Terajoule","Electrical energy","Consumption in Energy Sector","3,420",""
