"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"1994","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-259",""
"1995","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-576",""
"1996","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-1,616",""
"1997","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-12,780",""
"1998","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-13,129",""
"1999","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-7,045",""
"2000","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-16,632",""
"2001","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-24,930",""
"2002","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-22,662",""
"2003","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-19,760",""
"2004","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-21,164",""
"2005","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-27,292",""
"2006","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-27,875",""
"2007","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-16,110",""
"2008","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-19,238",""
"2009","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-18,263",""
"2010","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-30,406",""
"2011","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-38,380",""
"2012","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-29,909",""
"2013","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-22,252",""
"2014","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-34,038",""
"2015","Bulgaria","Terajoule","Electrical energy","Gross inland consumption","-38,070",""
"1990","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-2,491",""
"1991","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-9,108",""
"1992","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-10,930",""
"1993","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-7,574",""
"1994","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-1,602",""
"1995","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","1,505",""
"1996","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-11",""
"1997","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-4,277",""
"1998","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-8,860",""
"1999","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-11,790",""
"2000","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-36,061",""
"2001","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-34,340",""
"2002","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-40,993",""
"2003","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-58,367",""
"2004","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-56,581",""
"2005","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-45,482",""
"2006","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-45,472",""
"2007","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-58,151",""
"2008","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-41,288",""
"2009","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-49,118",""
"2010","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-53,813",""
"2011","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-61,358",""
"2012","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-61,632",""
"2013","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-60,793",""
"2014","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-58,680",""
"2015","Czech Republic","Terajoule","Electrical energy","Gross inland consumption","-45,054",""
"1990","Denmark","Terajoule","Electrical energy","Gross inland consumption","25,373",""
"1991","Denmark","Terajoule","Electrical energy","Gross inland consumption","-7,099",""
"1992","Denmark","Terajoule","Electrical energy","Gross inland consumption","13,486",""
"1993","Denmark","Terajoule","Electrical energy","Gross inland consumption","4,266",""
"1994","Denmark","Terajoule","Electrical energy","Gross inland consumption","-17,424",""
"1995","Denmark","Terajoule","Electrical energy","Gross inland consumption","-2,858",""
"1996","Denmark","Terajoule","Electrical energy","Gross inland consumption","-55,444",""
"1997","Denmark","Terajoule","Electrical energy","Gross inland consumption","-26,107",""
"1998","Denmark","Terajoule","Electrical energy","Gross inland consumption","-15,552",""
"1999","Denmark","Terajoule","Electrical energy","Gross inland consumption","-8,327",""
"2000","Denmark","Terajoule","Electrical energy","Gross inland consumption","2,394",""
"2001","Denmark","Terajoule","Electrical energy","Gross inland consumption","-2,070",""
"2002","Denmark","Terajoule","Electrical energy","Gross inland consumption","-7,456",""
"2003","Denmark","Terajoule","Electrical energy","Gross inland consumption","-30,762",""
"2004","Denmark","Terajoule","Electrical energy","Gross inland consumption","-10,339",""
"2005","Denmark","Terajoule","Electrical energy","Gross inland consumption","4,928",""
"2006","Denmark","Terajoule","Electrical energy","Gross inland consumption","-24,966",""
"2007","Denmark","Terajoule","Electrical energy","Gross inland consumption","-3,420",""
"2008","Denmark","Terajoule","Electrical energy","Gross inland consumption","5,238",""
"2009","Denmark","Terajoule","Electrical energy","Gross inland consumption","1,202",""
"2010","Denmark","Terajoule","Electrical energy","Gross inland consumption","-4,086",""
"2011","Denmark","Terajoule","Electrical energy","Gross inland consumption","4,752",""
"2012","Denmark","Terajoule","Electrical energy","Gross inland consumption","18,770",""
"2013","Denmark","Terajoule","Electrical energy","Gross inland consumption","3,895",""
"2014","Denmark","Terajoule","Electrical energy","Gross inland consumption","10,278",""
"2015","Denmark","Terajoule","Electrical energy","Gross inland consumption","21,280",""
"1990","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","3,348",""
"1991","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-2,070",""
"1992","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-19,152",""
"1993","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","3,132",""
"1994","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","8,413",""
"1995","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","17,366",""
"1996","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-18,958",""
"1997","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-8,456",""
"1998","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-2,297",""
"1999","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","3,744",""
"2000","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","11,005",""
"2001","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","13,165",""
"2002","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","35,993",""
"2003","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-11,768",""
"2004","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-9,436",""
"2005","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-16,438",""
"2006","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-61,117",""
"2007","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-59,598",""
"2008","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-72,360",""
"2009","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-44,183",""
"2010","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-53,838",""
"2011","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-13,554",""
"2012","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-73,951",""
"2013","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-115,895",""
"2014","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-121,986",""
"2015","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Gross inland consumption","-173,815",""
"1990","Estonia","Terajoule","Electrical energy","Gross inland consumption","-25,207",""
"1991","Estonia","Terajoule","Electrical energy","Gross inland consumption","-17,176",""
"1992","Estonia","Terajoule","Electrical energy","Gross inland consumption","-11,657",""
"1993","Estonia","Terajoule","Electrical energy","Gross inland consumption","-5,746",""
"1994","Estonia","Terajoule","Electrical energy","Gross inland consumption","-4,288",""
"1995","Estonia","Terajoule","Electrical energy","Gross inland consumption","-2,736",""
"1996","Estonia","Terajoule","Electrical energy","Gross inland consumption","-3,096",""
"1997","Estonia","Terajoule","Electrical energy","Gross inland consumption","-3,506",""
"1998","Estonia","Terajoule","Electrical energy","Gross inland consumption","-1,404",""
"1999","Estonia","Terajoule","Electrical energy","Gross inland consumption","-2,146",""
"2000","Estonia","Terajoule","Electrical energy","Gross inland consumption","-3,344",""
"2001","Estonia","Terajoule","Electrical energy","Gross inland consumption","-2,239",""
"2002","Estonia","Terajoule","Electrical energy","Gross inland consumption","-2,484",""
"2003","Estonia","Terajoule","Electrical energy","Gross inland consumption","-6,826",""
"2004","Estonia","Terajoule","Electrical energy","Gross inland consumption","-6,458",""
"2005","Estonia","Terajoule","Electrical energy","Gross inland consumption","-5,789",""
"2006","Estonia","Terajoule","Electrical energy","Gross inland consumption","-2,700",""
"2007","Estonia","Terajoule","Electrical energy","Gross inland consumption","-8,712",""
"2008","Estonia","Terajoule","Electrical energy","Gross inland consumption","-3,388",""
"2009","Estonia","Terajoule","Electrical energy","Gross inland consumption","295",""
"2010","Estonia","Terajoule","Electrical energy","Gross inland consumption","-11,714",""
"2011","Estonia","Terajoule","Electrical energy","Gross inland consumption","-12,823",""
"2012","Estonia","Terajoule","Electrical energy","Gross inland consumption","-8,064",""
"2013","Estonia","Terajoule","Electrical energy","Gross inland consumption","-12,917",""
"2014","Estonia","Terajoule","Electrical energy","Gross inland consumption","-9,914",""
"2015","Estonia","Terajoule","Electrical energy","Gross inland consumption","-3,330",""
"1990","Ireland","Terajoule","Electrical energy","Gross inland consumption","0",""
"1991","Ireland","Terajoule","Electrical energy","Gross inland consumption","0",""
"1992","Ireland","Terajoule","Electrical energy","Gross inland consumption","0",""
"1993","Ireland","Terajoule","Electrical energy","Gross inland consumption","0",""
"1994","Ireland","Terajoule","Electrical energy","Gross inland consumption","0",""
"1995","Ireland","Terajoule","Electrical energy","Gross inland consumption","-54",""
"1996","Ireland","Terajoule","Electrical energy","Gross inland consumption","-464",""
"1997","Ireland","Terajoule","Electrical energy","Gross inland consumption","-43",""
"1998","Ireland","Terajoule","Electrical energy","Gross inland consumption","284",""
"1999","Ireland","Terajoule","Electrical energy","Gross inland consumption","868",""
"2000","Ireland","Terajoule","Electrical energy","Gross inland consumption","353",""
"2001","Ireland","Terajoule","Electrical energy","Gross inland consumption","-900",""
"2002","Ireland","Terajoule","Electrical energy","Gross inland consumption","1,811",""
"2003","Ireland","Terajoule","Electrical energy","Gross inland consumption","4,198",""
"2004","Ireland","Terajoule","Electrical energy","Gross inland consumption","5,666",""
"2005","Ireland","Terajoule","Electrical energy","Gross inland consumption","7,358",""
"2006","Ireland","Terajoule","Electrical energy","Gross inland consumption","6,401",""
"2007","Ireland","Terajoule","Electrical energy","Gross inland consumption","4,788",""
"2008","Ireland","Terajoule","Electrical energy","Gross inland consumption","1,620",""
"2009","Ireland","Terajoule","Electrical energy","Gross inland consumption","2,750",""
"2010","Ireland","Terajoule","Electrical energy","Gross inland consumption","1,692",""
"2011","Ireland","Terajoule","Electrical energy","Gross inland consumption","1,764",""
"2012","Ireland","Terajoule","Electrical energy","Gross inland consumption","1,490",""
"2013","Ireland","Terajoule","Electrical energy","Gross inland consumption","8,071",""
"2014","Ireland","Terajoule","Electrical energy","Gross inland consumption","7,736",""
"2015","Ireland","Terajoule","Electrical energy","Gross inland consumption","2,423",""
"1990","Greece","Terajoule","Electrical energy","Gross inland consumption","2,560",""
"1991","Greece","Terajoule","Electrical energy","Gross inland consumption","2,318",""
"1992","Greece","Terajoule","Electrical energy","Gross inland consumption","2,178",""
"1993","Greece","Terajoule","Electrical energy","Gross inland consumption","2,912",""
"1994","Greece","Terajoule","Electrical energy","Gross inland consumption","1,375",""
"1995","Greece","Terajoule","Electrical energy","Gross inland consumption","2,869",""
"1996","Greece","Terajoule","Electrical energy","Gross inland consumption","4,860",""
"1997","Greece","Terajoule","Electrical energy","Gross inland consumption","8,258",""
"1998","Greece","Terajoule","Electrical energy","Gross inland consumption","5,796",""
"1999","Greece","Terajoule","Electrical energy","Gross inland consumption","590",""
"2000","Greece","Terajoule","Electrical energy","Gross inland consumption","-40",""
"2001","Greece","Terajoule","Electrical energy","Gross inland consumption","9,000",""
"2002","Greece","Terajoule","Electrical energy","Gross inland consumption","10,426",""
"2003","Greece","Terajoule","Electrical energy","Gross inland consumption","7,535",""
"2004","Greece","Terajoule","Electrical energy","Gross inland consumption","10,152",""
"2005","Greece","Terajoule","Electrical energy","Gross inland consumption","13,608",""
"2006","Greece","Terajoule","Electrical energy","Gross inland consumption","15,127",""
"2007","Greece","Terajoule","Electrical energy","Gross inland consumption","15,678",""
"2008","Greece","Terajoule","Electrical energy","Gross inland consumption","20,207",""
"2009","Greece","Terajoule","Electrical energy","Gross inland consumption","15,721",""
"2010","Greece","Terajoule","Electrical energy","Gross inland consumption","20,542",""
"2011","Greece","Terajoule","Electrical energy","Gross inland consumption","11,635",""
"2012","Greece","Terajoule","Electrical energy","Gross inland consumption","6,426",""
"2013","Greece","Terajoule","Electrical energy","Gross inland consumption","6,793",""
"2014","Greece","Terajoule","Electrical energy","Gross inland consumption","31,748",""
"2015","Greece","Terajoule","Electrical energy","Gross inland consumption","34,589",""
"1990","Spain","Terajoule","Electrical energy","Gross inland consumption","-1,512",""
"1991","Spain","Terajoule","Electrical energy","Gross inland consumption","-2,444",""
"1992","Spain","Terajoule","Electrical energy","Gross inland consumption","2,308",""
"1993","Spain","Terajoule","Electrical energy","Gross inland consumption","4,561",""
"1994","Spain","Terajoule","Electrical energy","Gross inland consumption","6,678",""
"1995","Spain","Terajoule","Electrical energy","Gross inland consumption","16,150",""
"1996","Spain","Terajoule","Electrical energy","Gross inland consumption","3,816",""
"1997","Spain","Terajoule","Electrical energy","Gross inland consumption","-11,063",""
"1998","Spain","Terajoule","Electrical energy","Gross inland consumption","12,247",""
"1999","Spain","Terajoule","Electrical energy","Gross inland consumption","20,588",""
"2000","Spain","Terajoule","Electrical energy","Gross inland consumption","15,988",""
"2001","Spain","Terajoule","Electrical energy","Gross inland consumption","12,420",""
"2002","Spain","Terajoule","Electrical energy","Gross inland consumption","19,184",""
"2003","Spain","Terajoule","Electrical energy","Gross inland consumption","4,547",""
"2004","Spain","Terajoule","Electrical energy","Gross inland consumption","-10,901",""
"2005","Spain","Terajoule","Electrical energy","Gross inland consumption","-4,835",""
"2006","Spain","Terajoule","Electrical energy","Gross inland consumption","-11,808",""
"2007","Spain","Terajoule","Electrical energy","Gross inland consumption","-20,704",""
"2008","Spain","Terajoule","Electrical energy","Gross inland consumption","-39,740",""
"2009","Spain","Terajoule","Electrical energy","Gross inland consumption","-29,174",""
"2010","Spain","Terajoule","Electrical energy","Gross inland consumption","-29,999",""
"2011","Spain","Terajoule","Electrical energy","Gross inland consumption","-21,928",""
"2012","Spain","Terajoule","Electrical energy","Gross inland consumption","-40,316",""
"2013","Spain","Terajoule","Electrical energy","Gross inland consumption","-24,304",""
"2014","Spain","Terajoule","Electrical energy","Gross inland consumption","-12,262",""
"2015","Spain","Terajoule","Electrical energy","Gross inland consumption","-479",""
"1990","France","Terajoule","Electrical energy","Gross inland consumption","-163,577",""
"1991","France","Terajoule","Electrical energy","Gross inland consumption","-190,415",""
"1992","France","Terajoule","Electrical energy","Gross inland consumption","-193,666",""
"1993","France","Terajoule","Electrical energy","Gross inland consumption","-221,148",""
"1994","France","Terajoule","Electrical energy","Gross inland consumption","-227,405",""
"1995","France","Terajoule","Electrical energy","Gross inland consumption","-251,428",""
"1996","France","Terajoule","Electrical energy","Gross inland consumption","-247,720",""
"1997","France","Terajoule","Electrical energy","Gross inland consumption","-235,426",""
"1998","France","Terajoule","Electrical energy","Gross inland consumption","-207,223",""
"1999","France","Terajoule","Electrical energy","Gross inland consumption","-227,315",""
"2000","France","Terajoule","Electrical energy","Gross inland consumption","-250,124",""
"2001","France","Terajoule","Electrical energy","Gross inland consumption","-246,204",""
"2002","France","Terajoule","Electrical energy","Gross inland consumption","-277,322",""
"2003","France","Terajoule","Electrical energy","Gross inland consumption","-239,090",""
"2004","France","Terajoule","Electrical energy","Gross inland consumption","-222,862",""
"2005","France","Terajoule","Electrical energy","Gross inland consumption","-217,181",""
"2006","France","Terajoule","Electrical energy","Gross inland consumption","-228,028",""
"2007","France","Terajoule","Electrical energy","Gross inland consumption","-204,527",""
"2008","France","Terajoule","Electrical energy","Gross inland consumption","-172,757",""
"2009","France","Terajoule","Electrical energy","Gross inland consumption","-93,362",""
"2010","France","Terajoule","Electrical energy","Gross inland consumption","-110,567",""
"2011","France","Terajoule","Electrical energy","Gross inland consumption","-203,087",""
"2012","France","Terajoule","Electrical energy","Gross inland consumption","-160,276",""
"2013","France","Terajoule","Electrical energy","Gross inland consumption","-174,460",""
"2014","France","Terajoule","Electrical energy","Gross inland consumption","-241,884",""
"2015","France","Terajoule","Electrical energy","Gross inland consumption","-230,627",""
"1990","Croatia","Terajoule","Electrical energy","Gross inland consumption","24,095",""
"1991","Croatia","Terajoule","Electrical energy","Gross inland consumption","17,183",""
"1992","Croatia","Terajoule","Electrical energy","Gross inland consumption","10,004",""
"1993","Croatia","Terajoule","Electrical energy","Gross inland consumption","7,636",""
"1994","Croatia","Terajoule","Electrical energy","Gross inland consumption","11,016",""
"1995","Croatia","Terajoule","Electrical energy","Gross inland consumption","11,081",""
"1996","Croatia","Terajoule","Electrical energy","Gross inland consumption","6,102",""
"1997","Croatia","Terajoule","Electrical energy","Gross inland consumption","12,175",""
"1998","Croatia","Terajoule","Electrical energy","Gross inland consumption","10,044",""
"1999","Croatia","Terajoule","Electrical energy","Gross inland consumption","5,843",""
"2000","Croatia","Terajoule","Electrical energy","Gross inland consumption","12,316",""
"2001","Croatia","Terajoule","Electrical energy","Gross inland consumption","9,079",""
"2002","Croatia","Terajoule","Electrical energy","Gross inland consumption","10,926",""
"2003","Croatia","Terajoule","Electrical energy","Gross inland consumption","11,920",""
"2004","Croatia","Terajoule","Electrical energy","Gross inland consumption","10,786",""
"2005","Croatia","Terajoule","Electrical energy","Gross inland consumption","15,872",""
"2006","Croatia","Terajoule","Electrical energy","Gross inland consumption","18,018",""
"2007","Croatia","Terajoule","Electrical energy","Gross inland consumption","21,229",""
"2008","Croatia","Terajoule","Electrical energy","Gross inland consumption","21,643",""
"2009","Croatia","Terajoule","Electrical energy","Gross inland consumption","18,011",""
"2010","Croatia","Terajoule","Electrical energy","Gross inland consumption","14,285",""
"2011","Croatia","Terajoule","Electrical energy","Gross inland consumption","25,758",""
"2012","Croatia","Terajoule","Electrical energy","Gross inland consumption","26,752",""
"2013","Croatia","Terajoule","Electrical energy","Gross inland consumption","13,928",""
"2014","Croatia","Terajoule","Electrical energy","Gross inland consumption","14,231",""
"2015","Croatia","Terajoule","Electrical energy","Gross inland consumption","24,440",""
"1990","Italy","Terajoule","Electrical energy","Gross inland consumption","124,758",""
"1991","Italy","Terajoule","Electrical energy","Gross inland consumption","126,295",""
"1992","Italy","Terajoule","Electrical energy","Gross inland consumption","127,080",""
"1993","Italy","Terajoule","Electrical energy","Gross inland consumption","141,955",""
"1994","Italy","Terajoule","Electrical energy","Gross inland consumption","135,356",""
"1995","Italy","Terajoule","Electrical energy","Gross inland consumption","134,737",""
"1996","Italy","Terajoule","Electrical energy","Gross inland consumption","134,600",""
"1997","Italy","Terajoule","Electrical energy","Gross inland consumption","139,795",""
"1998","Italy","Terajoule","Electrical energy","Gross inland consumption","146,635",""
"1999","Italy","Terajoule","Electrical energy","Gross inland consumption","151,236",""
"2000","Italy","Terajoule","Electrical energy","Gross inland consumption","159,649",""
"2001","Italy","Terajoule","Electrical energy","Gross inland consumption","174,157",""
"2002","Italy","Terajoule","Electrical energy","Gross inland consumption","182,149",""
"2003","Italy","Terajoule","Electrical energy","Gross inland consumption","183,485",""
"2004","Italy","Terajoule","Electrical energy","Gross inland consumption","164,286",""
"2005","Italy","Terajoule","Electrical energy","Gross inland consumption","176,958",""
"2006","Italy","Terajoule","Electrical energy","Gross inland consumption","161,946",""
"2007","Italy","Terajoule","Electrical energy","Gross inland consumption","166,619",""
"2008","Italy","Terajoule","Electrical energy","Gross inland consumption","144,126",""
"2009","Italy","Terajoule","Electrical energy","Gross inland consumption","161,852",""
"2010","Italy","Terajoule","Electrical energy","Gross inland consumption","158,976",""
"2011","Italy","Terajoule","Electrical energy","Gross inland consumption","164,635",""
"2012","Italy","Terajoule","Electrical energy","Gross inland consumption","155,171",""
"2013","Italy","Terajoule","Electrical energy","Gross inland consumption","151,697",""
"2014","Italy","Terajoule","Electrical energy","Gross inland consumption","157,378",""
"2015","Italy","Terajoule","Electrical energy","Gross inland consumption","166,961",""
"1990","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1991","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1992","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1993","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1994","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1995","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1996","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1997","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1998","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"1999","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2000","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2001","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2002","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2003","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2004","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2005","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2006","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2007","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2008","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2009","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2010","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2011","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
"2012","Cyprus","Terajoule","Electrical energy","Gross inland consumption","0",""
