"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"2006","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","50,962",""
"2007","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","55,181",""
"2008","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","55,746",""
"2009","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","50,641",""
"2010","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","50,911",""
"2011","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","52,704",""
"2012","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","41,663",""
"2013","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","40,918",""
"2014","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","46,328",""
"2015","Greece","Terajoule","Electrical energy","Final Energy Consumption - Industry","45,605",""
"1990","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","227,804",""
"1991","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","232,945",""
"1992","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","233,554",""
"1993","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","227,711",""
"1994","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","227,524",""
"1995","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","218,192",""
"1996","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","229,550",""
"1997","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","247,752",""
"1998","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","257,123",""
"1999","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","275,227",""
"2000","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","308,304",""
"2001","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","324,961",""
"2002","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","330,714",""
"2003","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","346,518",""
"2004","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","365,490",""
"2005","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","378,130",""
"2006","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","337,406",""
"2007","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","350,251",""
"2008","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","339,084",""
"2009","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","276,466",""
"2010","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","264,564",""
"2011","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","264,424",""
"2012","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","260,878",""
"2013","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","254,981",""
"2014","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","257,965",""
"2015","Spain","Terajoule","Electrical energy","Final Energy Consumption - Industry","273,762",""
"1990","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","412,798",""
"1991","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","421,006",""
"1992","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","435,787",""
"1993","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","434,333",""
"1994","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","435,305",""
"1995","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","444,985",""
"1996","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","448,344",""
"1997","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","459,716",""
"1998","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","475,153",""
"1999","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","477,396",""
"2000","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","484,762",""
"2001","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","484,780",""
"2002","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","480,060",""
"2003","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","481,824",""
"2004","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","491,717",""
"2005","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","502,369",""
"2006","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","483,350",""
"2007","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","477,356",""
"2008","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","463,118",""
"2009","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","402,199",""
"2010","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","422,798",""
"2011","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","424,408",""
"2012","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","411,548",""
"2013","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","401,184",""
"2014","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","387,266",""
"2015","France","Terajoule","Electrical energy","Final Energy Consumption - Industry","385,268",""
"1990","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","21,542",""
"1991","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","16,920",""
"1992","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","12,283",""
"1993","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","11,081",""
"1994","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","10,994",""
"1995","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","9,889",""
"1996","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","9,457",""
"1997","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","10,404",""
"1998","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","10,238",""
"1999","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","10,174",""
"2000","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","10,318",""
"2001","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","10,516",""
"2002","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","10,631",""
"2003","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","11,556",""
"2004","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","11,855",""
"2005","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","12,035",""
"2006","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","12,740",""
"2007","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","13,586",""
"2008","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","13,651",""
"2009","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","12,211",""
"2010","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","12,521",""
"2011","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","12,056",""
"2012","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","10,940",""
"2013","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","11,333",""
"2014","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","11,848",""
"2015","Croatia","Terajoule","Electrical energy","Final Energy Consumption - Industry","12,344",""
"1990","Italy","Terajoule","Electrical energy","Final Energy Consumption - Industry","399,301",""
"1991","Italy","Terajoule","Electrical energy","Final Energy Consumption - Industry","399,492",""
"1992","Italy","Terajoule","Electrical energy","Final Energy Consumption - Industry","400,698",""
"1993","Italy","Terajoule","Electrical energy","Final Energy Consumption - Industry","395,446",""
"1994","Italy","Terajoule","Electrical energy","Final Energy Consumption - Industry","411,934",""
"1995","Italy","Terajoule","Electrical energy","Final Energy Consumption - Industry","430,466",""
"1996","Italy","Terajoule","Electrical energy","Final Energy Consumption - Industry","428,648",""
