"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"2008","Belgium","Terajoule","Renewable energies","Final Energy Consumption","40,101",""
"2009","Belgium","Terajoule","Renewable energies","Final Energy Consumption","48,671",""
"2010","Belgium","Terajoule","Renewable energies","Final Energy Consumption","63,917",""
"2011","Belgium","Terajoule","Renewable energies","Final Energy Consumption","61,155",""
"2012","Belgium","Terajoule","Renewable energies","Final Energy Consumption","67,649",""
"2013","Belgium","Terajoule","Renewable energies","Final Energy Consumption","72,473",""
"2014","Belgium","Terajoule","Renewable energies","Final Energy Consumption","69,721",""
"2015","Belgium","Terajoule","Renewable energies","Final Energy Consumption","65,982",""
"1990","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","7,221",""
"1991","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","4,800",""
"1992","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","5,639",""
"1993","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","4,885",""
"1994","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","5,678",""
"1995","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","7,453",""
"1996","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","8,224",""
"1997","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","9,805",""
"1998","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","17,107",""
"1999","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","17,642",""
"2000","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","22,900",""
"2001","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","22,603",""
"2002","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","26,768",""
"2003","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","28,541",""
"2004","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","29,682",""
"2005","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","30,281",""
"2006","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","32,381",""
"2007","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","29,744",""
"2008","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","33,151",""
"2009","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","32,721",""
"2010","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","39,692",""
"2011","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","42,390",""
"2012","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","48,407",""
"2013","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","49,671",""
"2014","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","47,070",""
"2015","Bulgaria","Terajoule","Renewable energies","Final Energy Consumption","50,516",""
"1990","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","43,251",""
"1991","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","43,701",""
"1992","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","64,620",""
"1993","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","60,592",""
"1994","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","56,089",""
"1995","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","47,000",""
"1996","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","47,573",""
"1997","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","50,304",""
"1998","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","51,726",""
"1999","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","51,779",""
"2000","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","50,142",""
"2001","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","54,291",""
"2002","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","61,680",""
"2003","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","60,757",""
"2004","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","63,242",""
"2005","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","68,643",""
"2006","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","72,203",""
"2007","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","75,432",""
"2008","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","80,845",""
"2009","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","88,605",""
"2010","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","94,122",""
"2011","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","98,836",""
"2012","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","102,981",""
"2013","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","108,861",""
"2014","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","112,546",""
"2015","Czech Republic","Terajoule","Renewable energies","Final Energy Consumption","114,248",""
"1990","Denmark","Terajoule","Renewable energies","Final Energy Consumption","23,275",""
"1991","Denmark","Terajoule","Renewable energies","Final Energy Consumption","24,697",""
"1992","Denmark","Terajoule","Renewable energies","Final Energy Consumption","25,050",""
"1993","Denmark","Terajoule","Renewable energies","Final Energy Consumption","25,708",""
"1994","Denmark","Terajoule","Renewable energies","Final Energy Consumption","24,628",""
"1995","Denmark","Terajoule","Renewable energies","Final Energy Consumption","24,310",""
"1996","Denmark","Terajoule","Renewable energies","Final Energy Consumption","24,660",""
"1997","Denmark","Terajoule","Renewable energies","Final Energy Consumption","25,090",""
"1998","Denmark","Terajoule","Renewable energies","Final Energy Consumption","23,410",""
"1999","Denmark","Terajoule","Renewable energies","Final Energy Consumption","23,924",""
"2000","Denmark","Terajoule","Renewable energies","Final Energy Consumption","26,787",""
"2001","Denmark","Terajoule","Renewable energies","Final Energy Consumption","29,512",""
"2002","Denmark","Terajoule","Renewable energies","Final Energy Consumption","29,189",""
"2003","Denmark","Terajoule","Renewable energies","Final Energy Consumption","32,463",""
"2004","Denmark","Terajoule","Renewable energies","Final Energy Consumption","33,897",""
"2005","Denmark","Terajoule","Renewable energies","Final Energy Consumption","38,305",""
"2006","Denmark","Terajoule","Renewable energies","Final Energy Consumption","42,344",""
"2007","Denmark","Terajoule","Renewable energies","Final Energy Consumption","48,980",""
"2008","Denmark","Terajoule","Renewable energies","Final Energy Consumption","49,986",""
"2009","Denmark","Terajoule","Renewable energies","Final Energy Consumption","49,453",""
"2010","Denmark","Terajoule","Renewable energies","Final Energy Consumption","53,091",""
"2011","Denmark","Terajoule","Renewable energies","Final Energy Consumption","53,638",""
"2012","Denmark","Terajoule","Renewable energies","Final Energy Consumption","54,658",""
"2013","Denmark","Terajoule","Renewable energies","Final Energy Consumption","54,498",""
"2014","Denmark","Terajoule","Renewable energies","Final Energy Consumption","52,425",""
"2015","Denmark","Terajoule","Renewable energies","Final Energy Consumption","60,619",""
"1990","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","124,954",""
"1991","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","119,145",""
"1992","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","111,785",""
"1993","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","112,823",""
"1994","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","114,008",""
"1995","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","114,192",""
"1996","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","115,879",""
"1997","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","173,712",""
"1998","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","185,745",""
"1999","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","185,017",""
"2000","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","202,156",""
"2001","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","217,924",""
"2002","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","233,096",""
"2003","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","291,737",""
"2004","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","318,085",""
"2005","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","370,144",""
"2006","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","443,425",""
"2007","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","483,051",""
"2008","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","425,193",""
"2009","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","459,448",""
"2010","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","530,524",""
"2011","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","509,178",""
"2012","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","514,349",""
"2013","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","525,800",""
"2014","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","553,736",""
"2015","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Final Energy Consumption","584,562",""
"1990","Estonia","Terajoule","Renewable energies","Final Energy Consumption","7,865",""
"1991","Estonia","Terajoule","Renewable energies","Final Energy Consumption","7,831",""
"1992","Estonia","Terajoule","Renewable energies","Final Energy Consumption","7,709",""
"1993","Estonia","Terajoule","Renewable energies","Final Energy Consumption","7,539",""
"1994","Estonia","Terajoule","Renewable energies","Final Energy Consumption","8,811",""
"1995","Estonia","Terajoule","Renewable energies","Final Energy Consumption","11,812",""
"1996","Estonia","Terajoule","Renewable energies","Final Energy Consumption","22,751",""
"1997","Estonia","Terajoule","Renewable energies","Final Energy Consumption","21,954",""
"1998","Estonia","Terajoule","Renewable energies","Final Energy Consumption","17,433",""
"1999","Estonia","Terajoule","Renewable energies","Final Energy Consumption","17,889",""
"2000","Estonia","Terajoule","Renewable energies","Final Energy Consumption","17,788",""
"2001","Estonia","Terajoule","Renewable energies","Final Energy Consumption","18,252",""
"2002","Estonia","Terajoule","Renewable energies","Final Energy Consumption","18,487",""
"2003","Estonia","Terajoule","Renewable energies","Final Energy Consumption","20,138",""
"2004","Estonia","Terajoule","Renewable energies","Final Energy Consumption","20,281",""
"2005","Estonia","Terajoule","Renewable energies","Final Energy Consumption","18,727",""
"2006","Estonia","Terajoule","Renewable energies","Final Energy Consumption","16,933",""
"2007","Estonia","Terajoule","Renewable energies","Final Energy Consumption","20,555",""
"2008","Estonia","Terajoule","Renewable energies","Final Energy Consumption","22,294",""
"2009","Estonia","Terajoule","Renewable energies","Final Energy Consumption","21,660",""
"2010","Estonia","Terajoule","Renewable energies","Final Energy Consumption","23,047",""
"2011","Estonia","Terajoule","Renewable energies","Final Energy Consumption","20,993",""
"2012","Estonia","Terajoule","Renewable energies","Final Energy Consumption","20,207",""
"2013","Estonia","Terajoule","Renewable energies","Final Energy Consumption","20,002",""
"2014","Estonia","Terajoule","Renewable energies","Final Energy Consumption","20,220",""
"2015","Estonia","Terajoule","Renewable energies","Final Energy Consumption","20,271",""
"1990","Ireland","Terajoule","Renewable energies","Final Energy Consumption","4,513",""
"1991","Ireland","Terajoule","Renewable energies","Final Energy Consumption","4,338",""
"1992","Ireland","Terajoule","Renewable energies","Final Energy Consumption","3,842",""
"1993","Ireland","Terajoule","Renewable energies","Final Energy Consumption","3,914",""
"1994","Ireland","Terajoule","Renewable energies","Final Energy Consumption","3,910",""
"1995","Ireland","Terajoule","Renewable energies","Final Energy Consumption","3,848",""
"1996","Ireland","Terajoule","Renewable energies","Final Energy Consumption","4,113",""
"1997","Ireland","Terajoule","Renewable energies","Final Energy Consumption","4,030",""
"1998","Ireland","Terajoule","Renewable energies","Final Energy Consumption","4,901",""
"1999","Ireland","Terajoule","Renewable energies","Final Energy Consumption","4,598",""
"2000","Ireland","Terajoule","Renewable energies","Final Energy Consumption","4,925",""
"2001","Ireland","Terajoule","Renewable energies","Final Energy Consumption","5,437",""
"2002","Ireland","Terajoule","Renewable energies","Final Energy Consumption","5,433",""
"2003","Ireland","Terajoule","Renewable energies","Final Energy Consumption","5,278",""
"2004","Ireland","Terajoule","Renewable energies","Final Energy Consumption","6,136",""
"2005","Ireland","Terajoule","Renewable energies","Final Energy Consumption","7,710",""
"2006","Ireland","Terajoule","Renewable energies","Final Energy Consumption","7,964",""
"2007","Ireland","Terajoule","Renewable energies","Final Energy Consumption","8,754",""
"2008","Ireland","Terajoule","Renewable energies","Final Energy Consumption","9,755",""
"2009","Ireland","Terajoule","Renewable energies","Final Energy Consumption","11,217",""
"2010","Ireland","Terajoule","Renewable energies","Final Energy Consumption","12,385",""
"2011","Ireland","Terajoule","Renewable energies","Final Energy Consumption","10,528",""
"2012","Ireland","Terajoule","Renewable energies","Final Energy Consumption","10,720",""
"2013","Ireland","Terajoule","Renewable energies","Final Energy Consumption","11,829",""
"2014","Ireland","Terajoule","Renewable energies","Final Energy Consumption","13,890",""
"2015","Ireland","Terajoule","Renewable energies","Final Energy Consumption","13,810",""
"1990","Greece","Terajoule","Renewable energies","Final Energy Consumption","39,874",""
"1991","Greece","Terajoule","Renewable energies","Final Energy Consumption","40,320",""
"1992","Greece","Terajoule","Renewable energies","Final Energy Consumption","40,627",""
"1993","Greece","Terajoule","Renewable energies","Final Energy Consumption","40,886",""
"1994","Greece","Terajoule","Renewable energies","Final Energy Consumption","40,864",""
"1995","Greece","Terajoule","Renewable energies","Final Energy Consumption","41,119",""
"1996","Greece","Terajoule","Renewable energies","Final Energy Consumption","41,738",""
"1997","Greece","Terajoule","Renewable energies","Final Energy Consumption","41,988",""
"1998","Greece","Terajoule","Renewable energies","Final Energy Consumption","42,004",""
"1999","Greece","Terajoule","Renewable energies","Final Energy Consumption","42,294",""
"2000","Greece","Terajoule","Renewable energies","Final Energy Consumption","43,804",""
"2001","Greece","Terajoule","Renewable energies","Final Energy Consumption","43,630",""
"2002","Greece","Terajoule","Renewable energies","Final Energy Consumption","43,947",""
"2003","Greece","Terajoule","Renewable energies","Final Energy Consumption","42,419",""
"2004","Greece","Terajoule","Renewable energies","Final Energy Consumption","43,581",""
"2005","Greece","Terajoule","Renewable energies","Final Energy Consumption","45,026",""
"2006","Greece","Terajoule","Renewable energies","Final Energy Consumption","46,208",""
"2007","Greece","Terajoule","Renewable energies","Final Energy Consumption","54,836",""
"2008","Greece","Terajoule","Renewable energies","Final Energy Consumption","50,032",""
"2009","Greece","Terajoule","Renewable energies","Final Energy Consumption","46,997",""
"2010","Greece","Terajoule","Renewable energies","Final Energy Consumption","49,844",""
"2011","Greece","Terajoule","Renewable energies","Final Energy Consumption","58,374",""
"2012","Greece","Terajoule","Renewable energies","Final Energy Consumption","63,416",""
"2013","Greece","Terajoule","Renewable energies","Final Energy Consumption","55,386",""
"2014","Greece","Terajoule","Renewable energies","Final Energy Consumption","56,020",""
"2015","Greece","Terajoule","Renewable energies","Final Energy Consumption","60,140",""
"1990","Spain","Terajoule","Renewable energies","Final Energy Consumption","163,858",""
"1991","Spain","Terajoule","Renewable energies","Final Energy Consumption","153,737",""
"1992","Spain","Terajoule","Renewable energies","Final Energy Consumption","140,084",""
"1993","Spain","Terajoule","Renewable energies","Final Energy Consumption","140,467",""
"1994","Spain","Terajoule","Renewable energies","Final Energy Consumption","141,853",""
"1995","Spain","Terajoule","Renewable energies","Final Energy Consumption","136,365",""
"1996","Spain","Terajoule","Renewable energies","Final Energy Consumption","137,184",""
"1997","Spain","Terajoule","Renewable energies","Final Energy Consumption","137,703",""
"1998","Spain","Terajoule","Renewable energies","Final Energy Consumption","143,554",""
"1999","Spain","Terajoule","Renewable energies","Final Energy Consumption","144,399",""
"2000","Spain","Terajoule","Renewable energies","Final Energy Consumption","145,216",""
"2001","Spain","Terajoule","Renewable energies","Final Energy Consumption","145,936",""
"2002","Spain","Terajoule","Renewable energies","Final Energy Consumption","150,396",""
"2003","Spain","Terajoule","Renewable energies","Final Energy Consumption","152,962",""
"2004","Spain","Terajoule","Renewable energies","Final Energy Consumption","154,274",""
"2005","Spain","Terajoule","Renewable energies","Final Energy Consumption","158,577",""
"2006","Spain","Terajoule","Renewable energies","Final Energy Consumption","167,663",""
"2007","Spain","Terajoule","Renewable energies","Final Energy Consumption","178,966",""
"2008","Spain","Terajoule","Renewable energies","Final Energy Consumption","184,200",""
"2009","Spain","Terajoule","Renewable energies","Final Energy Consumption","208,758",""
"2010","Spain","Terajoule","Renewable energies","Final Energy Consumption","223,681",""
"2011","Spain","Terajoule","Renewable energies","Final Energy Consumption","242,207",""
"2012","Spain","Terajoule","Renewable energies","Final Energy Consumption","261,953",""
"2013","Spain","Terajoule","Renewable energies","Final Energy Consumption","211,326",""
"2014","Spain","Terajoule","Renewable energies","Final Energy Consumption","213,639",""
"2015","Spain","Terajoule","Renewable energies","Final Energy Consumption","221,360",""
"1990","France","Terajoule","Renewable energies","Final Energy Consumption","410,199",""
"1991","France","Terajoule","Renewable energies","Final Energy Consumption","474,198",""
"1992","France","Terajoule","Renewable energies","Final Energy Consumption","460,203",""
"1993","France","Terajoule","Renewable energies","Final Energy Consumption","443,346",""
"1994","France","Terajoule","Renewable energies","Final Energy Consumption","399,775",""
"1995","France","Terajoule","Renewable energies","Final Energy Consumption","411,196",""
"1996","France","Terajoule","Renewable energies","Final Energy Consumption","444,008",""
"1997","France","Terajoule","Renewable energies","Final Energy Consumption","406,866",""
"1998","France","Terajoule","Renewable energies","Final Energy Consumption","406,061",""
"1999","France","Terajoule","Renewable energies","Final Energy Consumption","386,593",""
"2000","France","Terajoule","Renewable energies","Final Energy Consumption","375,574",""
"2001","France","Terajoule","Renewable energies","Final Energy Consumption","381,682",""
"2002","France","Terajoule","Renewable energies","Final Energy Consumption","362,383",""
"2003","France","Terajoule","Renewable energies","Final Energy Consumption","384,523",""
"2004","France","Terajoule","Renewable energies","Final Energy Consumption","389,040",""
"2005","France","Terajoule","Renewable energies","Final Energy Consumption","384,407",""
"2006","France","Terajoule","Renewable energies","Final Energy Consumption","349,382",""
"2007","France","Terajoule","Renewable energies","Final Energy Consumption","373,434",""
"2008","France","Terajoule","Renewable energies","Final Energy Consumption","426,165",""
"2009","France","Terajoule","Renewable energies","Final Energy Consumption","448,741",""
"2010","France","Terajoule","Renewable energies","Final Energy Consumption","484,485",""
"2011","France","Terajoule","Renewable energies","Final Energy Consumption","416,807",""
"2012","France","Terajoule","Renewable energies","Final Energy Consumption","468,429",""
"2013","France","Terajoule","Renewable energies","Final Energy Consumption","510,946",""
"2014","France","Terajoule","Renewable energies","Final Energy Consumption","459,757",""
"2015","France","Terajoule","Renewable energies","Final Energy Consumption","483,221",""
"1990","Croatia","Terajoule","Renewable energies","Final Energy Consumption","36,069",""
"1991","Croatia","Terajoule","Renewable energies","Final Energy Consumption","50,051",""
"1992","Croatia","Terajoule","Renewable energies","Final Energy Consumption","43,731",""
"1993","Croatia","Terajoule","Renewable energies","Final Energy Consumption","46,116",""
"1994","Croatia","Terajoule","Renewable energies","Final Energy Consumption","41,751",""
"1995","Croatia","Terajoule","Renewable energies","Final Energy Consumption","44,091",""
"1996","Croatia","Terajoule","Renewable energies","Final Energy Consumption","51,698",""
"1997","Croatia","Terajoule","Renewable energies","Final Energy Consumption","48,458",""
"1998","Croatia","Terajoule","Renewable energies","Final Energy Consumption","48,535",""
"1999","Croatia","Terajoule","Renewable energies","Final Energy Consumption","46,919",""
"2000","Croatia","Terajoule","Renewable energies","Final Energy Consumption","41,954",""
"2001","Croatia","Terajoule","Renewable energies","Final Energy Consumption","45,824",""
"2002","Croatia","Terajoule","Renewable energies","Final Energy Consumption","43,925",""
"2003","Croatia","Terajoule","Renewable energies","Final Energy Consumption","50,769",""
"2004","Croatia","Terajoule","Renewable energies","Final Energy Consumption","49,829",""
"2005","Croatia","Terajoule","Renewable energies","Final Energy Consumption","52,141",""
"2006","Croatia","Terajoule","Renewable energies","Final Energy Consumption","48,525",""
"2007","Croatia","Terajoule","Renewable energies","Final Energy Consumption","47,210",""
"2008","Croatia","Terajoule","Renewable energies","Final Energy Consumption","47,102",""
"2009","Croatia","Terajoule","Renewable energies","Final Energy Consumption","49,174",""
"2010","Croatia","Terajoule","Renewable energies","Final Energy Consumption","52,566",""
"2011","Croatia","Terajoule","Renewable energies","Final Energy Consumption","51,198",""
"2012","Croatia","Terajoule","Renewable energies","Final Energy Consumption","52,837",""
"2013","Croatia","Terajoule","Renewable energies","Final Energy Consumption","52,174",""
"2014","Croatia","Terajoule","Renewable energies","Final Energy Consumption","46,289",""
"2015","Croatia","Terajoule","Renewable energies","Final Energy Consumption","52,013",""
"1990","Italy","Terajoule","Renewable energies","Final Energy Consumption","38,928",""
"1991","Italy","Terajoule","Renewable energies","Final Energy Consumption","44,728",""
"1992","Italy","Terajoule","Renewable energies","Final Energy Consumption","51,989",""
"1993","Italy","Terajoule","Renewable energies","Final Energy Consumption","49,172",""
"1994","Italy","Terajoule","Renewable energies","Final Energy Consumption","57,287",""
"1995","Italy","Terajoule","Renewable energies","Final Energy Consumption","57,025",""
"1996","Italy","Terajoule","Renewable energies","Final Energy Consumption","55,043",""
"1997","Italy","Terajoule","Renewable energies","Final Energy Consumption","60,236",""
"1998","Italy","Terajoule","Renewable energies","Final Energy Consumption","62,795",""
"1999","Italy","Terajoule","Renewable energies","Final Energy Consumption","66,614",""
"2000","Italy","Terajoule","Renewable energies","Final Energy Consumption","72,835",""
"2001","Italy","Terajoule","Renewable energies","Final Energy Consumption","75,633",""
"2002","Italy","Terajoule","Renewable energies","Final Energy Consumption","110,067",""
"2003","Italy","Terajoule","Renewable energies","Final Energy Consumption","165,601",""
"2004","Italy","Terajoule","Renewable energies","Final Energy Consumption","123,767",""
"2005","Italy","Terajoule","Renewable energies","Final Energy Consumption","190,221",""
"2006","Italy","Terajoule","Renewable energies","Final Energy Consumption","223,081",""
"2007","Italy","Terajoule","Renewable energies","Final Energy Consumption","297,615",""
"2008","Italy","Terajoule","Renewable energies","Final Energy Consumption","375,670",""
"2009","Italy","Terajoule","Renewable energies","Final Energy Consumption","386,455",""
"2010","Italy","Terajoule","Renewable energies","Final Energy Consumption","379,867",""
"2011","Italy","Terajoule","Renewable energies","Final Energy Consumption","273,721",""
"2012","Italy","Terajoule","Renewable energies","Final Energy Consumption","359,551",""
"2013","Italy","Terajoule","Renewable energies","Final Energy Consumption","355,801",""
"2014","Italy","Terajoule","Renewable energies","Final Energy Consumption","312,055",""
"2015","Italy","Terajoule","Renewable energies","Final Energy Consumption","350,214",""
"1990","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","175",""
"1991","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","150",""
"1992","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","148",""
"1993","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","147",""
"1994","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","325",""
"1995","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","1,599",""
"1996","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","1,689",""
"1997","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","1,665",""
"1998","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","1,725",""
"1999","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","1,757",""
"2000","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","1,755",""
"2001","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","1,741",""
"2002","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","1,848",""
"2003","Cyprus","Terajoule","Renewable energies","Final Energy Consumption","2,001",""
