"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"1990","Belgium","Terajoule","Renewable energies","Gross inland consumption","20,146",""
"1991","Belgium","Terajoule","Renewable energies","Gross inland consumption","20,383",""
"1992","Belgium","Terajoule","Renewable energies","Gross inland consumption","20,211",""
"1993","Belgium","Terajoule","Renewable energies","Gross inland consumption","17,109",""
"1994","Belgium","Terajoule","Renewable energies","Gross inland consumption","16,970",""
"1995","Belgium","Terajoule","Renewable energies","Gross inland consumption","22,106",""
"1996","Belgium","Terajoule","Renewable energies","Gross inland consumption","22,069",""
"1997","Belgium","Terajoule","Renewable energies","Gross inland consumption","21,725",""
"1998","Belgium","Terajoule","Renewable energies","Gross inland consumption","23,869",""
"1999","Belgium","Terajoule","Renewable energies","Gross inland consumption","25,382",""
"2000","Belgium","Terajoule","Renewable energies","Gross inland consumption","26,713",""
"2001","Belgium","Terajoule","Renewable energies","Gross inland consumption","29,463",""
"2002","Belgium","Terajoule","Renewable energies","Gross inland consumption","29,793",""
"2003","Belgium","Terajoule","Renewable energies","Gross inland consumption","36,312",""
"2004","Belgium","Terajoule","Renewable energies","Gross inland consumption","40,437",""
"2005","Belgium","Terajoule","Renewable energies","Gross inland consumption","48,391",""
"2006","Belgium","Terajoule","Renewable energies","Gross inland consumption","57,134",""
"2007","Belgium","Terajoule","Renewable energies","Gross inland consumption","66,599",""
"2008","Belgium","Terajoule","Renewable energies","Gross inland consumption","79,976",""
"2009","Belgium","Terajoule","Renewable energies","Gross inland consumption","94,965",""
"2010","Belgium","Terajoule","Renewable energies","Gross inland consumption","118,594",""
"2011","Belgium","Terajoule","Renewable energies","Gross inland consumption","130,620",""
"2012","Belgium","Terajoule","Renewable energies","Gross inland consumption","140,932",""
"2013","Belgium","Terajoule","Renewable energies","Gross inland consumption","146,721",""
"2014","Belgium","Terajoule","Renewable energies","Gross inland consumption","142,259",""
"2015","Belgium","Terajoule","Renewable energies","Gross inland consumption","152,119",""
"1990","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","13,982",""
"1991","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","14,688",""
"1992","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","14,236",""
"1993","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","13,252",""
"1994","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","12,295",""
"1995","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","17,208",""
"1996","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","20,556",""
"1997","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","19,951",""
"1998","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","28,395",""
"1999","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","27,553",""
"2000","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","32,506",""
"2001","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","28,983",""
"2002","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","34,667",""
"2003","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","39,443",""
"2004","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","41,030",""
"2005","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","45,980",""
"2006","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","47,750",""
"2007","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","40,261",""
"2008","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","44,472",""
"2009","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","46,527",""
"2010","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","60,986",""
"2011","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","57,051",""
"2012","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","68,129",""
"2013","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","75,932",""
"2014","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","74,893",""
"2015","Bulgaria","Terajoule","Renewable energies","Gross inland consumption","83,419",""
"1990","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","47,758",""
"1991","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","47,909",""
"1992","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","70,091",""
"1993","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","68,827",""
"1994","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","66,381",""
"1995","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","59,932",""
"1996","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","59,809",""
"1997","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","65,390",""
"1998","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","66,634",""
"1999","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","70,319",""
"2000","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","67,614",""
"2001","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","72,866",""
"2002","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","81,865",""
"2003","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","76,720",""
"2004","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","84,314",""
"2005","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","87,395",""
"2006","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","92,658",""
"2007","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","97,136",""
"2008","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","105,440",""
"2009","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","118,994",""
"2010","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","131,052",""
"2011","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","144,028",""
"2012","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","154,407",""
"2013","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","169,562",""
"2014","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","174,855",""
"2015","Czech Republic","Terajoule","Renewable energies","Gross inland consumption","179,157",""
"1990","Denmark","Terajoule","Renewable energies","Gross inland consumption","43,193",""
"1991","Denmark","Terajoule","Renewable energies","Gross inland consumption","47,131",""
"1992","Denmark","Terajoule","Renewable energies","Gross inland consumption","49,921",""
"1993","Denmark","Terajoule","Renewable energies","Gross inland consumption","52,167",""
"1994","Denmark","Terajoule","Renewable energies","Gross inland consumption","51,976",""
"1995","Denmark","Terajoule","Renewable energies","Gross inland consumption","54,356",""
"1996","Denmark","Terajoule","Renewable energies","Gross inland consumption","57,542",""
"1997","Denmark","Terajoule","Renewable energies","Gross inland consumption","61,880",""
"1998","Denmark","Terajoule","Renewable energies","Gross inland consumption","64,768",""
"1999","Denmark","Terajoule","Renewable energies","Gross inland consumption","68,170",""
"2000","Denmark","Terajoule","Renewable energies","Gross inland consumption","75,238",""
"2001","Denmark","Terajoule","Renewable energies","Gross inland consumption","81,742",""
"2002","Denmark","Terajoule","Renewable energies","Gross inland consumption","87,649",""
"2003","Denmark","Terajoule","Renewable energies","Gross inland consumption","100,998",""
"2004","Denmark","Terajoule","Renewable energies","Gross inland consumption","111,672",""
"2005","Denmark","Terajoule","Renewable energies","Gross inland consumption","118,902",""
"2006","Denmark","Terajoule","Renewable energies","Gross inland consumption","120,960",""
"2007","Denmark","Terajoule","Renewable energies","Gross inland consumption","134,228",""
"2008","Denmark","Terajoule","Renewable energies","Gross inland consumption","135,981",""
"2009","Denmark","Terajoule","Renewable energies","Gross inland consumption","138,161",""
"2010","Denmark","Terajoule","Renewable energies","Gross inland consumption","164,104",""
"2011","Denmark","Terajoule","Renewable energies","Gross inland consumption","167,546",""
"2012","Denmark","Terajoule","Renewable energies","Gross inland consumption","175,139",""
"2013","Denmark","Terajoule","Renewable energies","Gross inland consumption","180,691",""
"2014","Denmark","Terajoule","Renewable energies","Gross inland consumption","187,016",""
"2015","Denmark","Terajoule","Renewable energies","Gross inland consumption","199,386",""
"1990","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","222,463",""
"1991","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","212,248",""
"1992","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","224,647",""
"1993","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","229,393",""
"1994","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","241,911",""
"1995","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","250,238",""
"1996","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","258,097",""
"1997","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","298,190",""
"1998","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","321,748",""
"1999","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","333,387",""
"2000","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","376,113",""
"2001","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","403,456",""
"2002","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","451,451",""
"2003","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","532,954",""
"2004","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","611,864",""
"2005","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","720,527",""
"2006","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","861,673",""
"2007","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","993,449",""
"2008","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","977,706",""
"2009","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","1,024,983",""
"2010","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","1,154,328",""
"2011","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","1,226,753",""
"2012","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","1,350,315",""
"2013","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","1,398,281",""
"2014","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","1,482,389",""
"2015","Germany (until 1990 former territory of the FRG)","Terajoule","Renewable energies","Gross inland consumption","1,605,815",""
"1990","Estonia","Terajoule","Renewable energies","Gross inland consumption","7,865",""
"1991","Estonia","Terajoule","Renewable energies","Gross inland consumption","7,831",""
"1992","Estonia","Terajoule","Renewable energies","Gross inland consumption","9,062",""
"1993","Estonia","Terajoule","Renewable energies","Gross inland consumption","8,603",""
"1994","Estonia","Terajoule","Renewable energies","Gross inland consumption","12,559",""
"1995","Estonia","Terajoule","Renewable energies","Gross inland consumption","14,078",""
"1996","Estonia","Terajoule","Renewable energies","Gross inland consumption","25,433",""
"1997","Estonia","Terajoule","Renewable energies","Gross inland consumption","25,251",""
"1998","Estonia","Terajoule","Renewable energies","Gross inland consumption","21,231",""
"1999","Estonia","Terajoule","Renewable energies","Gross inland consumption","21,770",""
"2000","Estonia","Terajoule","Renewable energies","Gross inland consumption","21,472",""
"2001","Estonia","Terajoule","Renewable energies","Gross inland consumption","22,631",""
"2002","Estonia","Terajoule","Renewable energies","Gross inland consumption","22,950",""
"2003","Estonia","Terajoule","Renewable energies","Gross inland consumption","24,175",""
"2004","Estonia","Terajoule","Renewable energies","Gross inland consumption","25,072",""
"2005","Estonia","Terajoule","Renewable energies","Gross inland consumption","24,643",""
"2006","Estonia","Terajoule","Renewable energies","Gross inland consumption","22,225",""
"2007","Estonia","Terajoule","Renewable energies","Gross inland consumption","25,189",""
"2008","Estonia","Terajoule","Renewable energies","Gross inland consumption","27,053",""
"2009","Estonia","Terajoule","Renewable energies","Gross inland consumption","30,040",""
"2010","Estonia","Terajoule","Renewable energies","Gross inland consumption","35,441",""
"2011","Estonia","Terajoule","Renewable energies","Gross inland consumption","34,979",""
"2012","Estonia","Terajoule","Renewable energies","Gross inland consumption","36,068",""
"2013","Estonia","Terajoule","Renewable energies","Gross inland consumption","35,637",""
"2014","Estonia","Terajoule","Renewable energies","Gross inland consumption","35,961",""
"2015","Estonia","Terajoule","Renewable energies","Gross inland consumption","37,912",""
"1990","Ireland","Terajoule","Renewable energies","Gross inland consumption","7,022",""
"1991","Ireland","Terajoule","Renewable energies","Gross inland consumption","7,024",""
"1992","Ireland","Terajoule","Renewable energies","Gross inland consumption","6,801",""
"1993","Ireland","Terajoule","Renewable energies","Gross inland consumption","6,722",""
"1994","Ireland","Terajoule","Renewable energies","Gross inland consumption","7,290",""
"1995","Ireland","Terajoule","Renewable energies","Gross inland consumption","6,472",""
"1996","Ireland","Terajoule","Renewable energies","Gross inland consumption","7,056",""
"1997","Ireland","Terajoule","Renewable energies","Gross inland consumption","7,566",""
"1998","Ireland","Terajoule","Renewable energies","Gross inland consumption","9,686",""
"1999","Ireland","Terajoule","Renewable energies","Gross inland consumption","9,280",""
"2000","Ireland","Terajoule","Renewable energies","Gross inland consumption","9,837",""
"2001","Ireland","Terajoule","Renewable energies","Gross inland consumption","9,790",""
"2002","Ireland","Terajoule","Renewable energies","Gross inland consumption","10,924",""
"2003","Ireland","Terajoule","Renewable energies","Gross inland consumption","9,840",""
"2004","Ireland","Terajoule","Renewable energies","Gross inland consumption","11,801",""
"2005","Ireland","Terajoule","Renewable energies","Gross inland consumption","15,329",""
"2006","Ireland","Terajoule","Renewable energies","Gross inland consumption","17,716",""
"2007","Ireland","Terajoule","Renewable energies","Gross inland consumption","20,010",""
"2008","Ireland","Terajoule","Renewable energies","Gross inland consumption","24,074",""
"2009","Ireland","Terajoule","Renewable energies","Gross inland consumption","27,757",""
"2010","Ireland","Terajoule","Renewable energies","Gross inland consumption","27,747",""
"2011","Ireland","Terajoule","Renewable energies","Gross inland consumption","32,126",""
"2012","Ireland","Terajoule","Renewable energies","Gross inland consumption","32,631",""
"2013","Ireland","Terajoule","Renewable energies","Gross inland consumption","35,282",""
"2014","Ireland","Terajoule","Renewable energies","Gross inland consumption","40,250",""
"2015","Ireland","Terajoule","Renewable energies","Gross inland consumption","44,837",""
"1990","Greece","Terajoule","Renewable energies","Gross inland consumption","46,250",""
"1991","Greece","Terajoule","Renewable energies","Gross inland consumption","51,484",""
"1992","Greece","Terajoule","Renewable energies","Gross inland consumption","48,633",""
"1993","Greece","Terajoule","Renewable energies","Gross inland consumption","49,316",""
"1994","Greece","Terajoule","Renewable energies","Gross inland consumption","50,390",""
"1995","Greece","Terajoule","Renewable energies","Gross inland consumption","53,970",""
"1996","Greece","Terajoule","Renewable energies","Gross inland consumption","57,528",""
"1997","Greece","Terajoule","Renewable energies","Gross inland consumption","56,093",""
"1998","Greece","Terajoule","Renewable energies","Gross inland consumption","55,638",""
"1999","Greece","Terajoule","Renewable energies","Gross inland consumption","59,427",""
"2000","Greece","Terajoule","Renewable energies","Gross inland consumption","58,722",""
"2001","Greece","Terajoule","Renewable energies","Gross inland consumption","55,201",""
"2002","Greece","Terajoule","Renewable energies","Gross inland consumption","58,319",""
"2003","Greece","Terajoule","Renewable energies","Gross inland consumption","64,401",""
"2004","Greece","Terajoule","Renewable energies","Gross inland consumption","65,769",""
"2005","Greece","Terajoule","Renewable energies","Gross inland consumption","68,804",""
"2006","Greece","Terajoule","Renewable energies","Gross inland consumption","74,593",""
"2007","Greece","Terajoule","Renewable energies","Gross inland consumption","72,298",""
"2008","Greece","Terajoule","Renewable energies","Gross inland consumption","71,574",""
"2009","Greece","Terajoule","Renewable energies","Gross inland consumption","78,114",""
"2010","Greece","Terajoule","Renewable energies","Gross inland consumption","89,232",""
"2011","Greece","Terajoule","Renewable energies","Gross inland consumption","89,592",""
"2012","Greece","Terajoule","Renewable energies","Gross inland consumption","102,486",""
"2013","Greece","Terajoule","Renewable energies","Gross inland consumption","109,539",""
"2014","Greece","Terajoule","Renewable energies","Gross inland consumption","102,367",""
"2015","Greece","Terajoule","Renewable energies","Gross inland consumption","116,163",""
"1990","Spain","Terajoule","Renewable energies","Gross inland consumption","259,664",""
"1991","Spain","Terajoule","Renewable energies","Gross inland consumption","255,940",""
"1992","Spain","Terajoule","Renewable energies","Gross inland consumption","213,016",""
"1993","Spain","Terajoule","Renewable energies","Gross inland consumption","233,284",""
"1994","Spain","Terajoule","Renewable energies","Gross inland consumption","249,482",""
"1995","Spain","Terajoule","Renewable energies","Gross inland consumption","230,579",""
"1996","Spain","Terajoule","Renewable energies","Gross inland consumption","292,437",""
"1997","Spain","Terajoule","Renewable energies","Gross inland consumption","278,159",""
"1998","Spain","Terajoule","Renewable energies","Gross inland consumption","283,945",""
"1999","Spain","Terajoule","Renewable energies","Gross inland consumption","252,381",""
"2000","Spain","Terajoule","Renewable energies","Gross inland consumption","285,333",""
"2001","Spain","Terajoule","Renewable energies","Gross inland consumption","341,499",""
"2002","Spain","Terajoule","Renewable energies","Gross inland consumption","288,641",""
"2003","Spain","Terajoule","Renewable energies","Gross inland consumption","385,004",""
"2004","Spain","Terajoule","Renewable energies","Gross inland consumption","369,090",""
"2005","Spain","Terajoule","Renewable energies","Gross inland consumption","351,597",""
"2006","Spain","Terajoule","Renewable energies","Gross inland consumption","383,672",""
"2007","Spain","Terajoule","Renewable energies","Gross inland consumption","418,992",""
"2008","Spain","Terajoule","Renewable energies","Gross inland consumption","441,804",""
"2009","Spain","Terajoule","Renewable energies","Gross inland consumption","526,255",""
"2010","Spain","Terajoule","Renewable energies","Gross inland consumption","630,011",""
"2011","Spain","Terajoule","Renewable energies","Gross inland consumption","620,994",""
"2012","Spain","Terajoule","Renewable energies","Gross inland consumption","675,531",""
"2013","Spain","Terajoule","Renewable energies","Gross inland consumption","742,906",""
"2014","Spain","Terajoule","Renewable energies","Gross inland consumption","743,923",""
"2015","Spain","Terajoule","Renewable energies","Gross inland consumption","695,783",""
"1990","France","Terajoule","Renewable energies","Gross inland consumption","637,409",""
"1991","France","Terajoule","Renewable energies","Gross inland consumption","717,821",""
"1992","France","Terajoule","Renewable energies","Gross inland consumption","745,745",""
"1993","France","Terajoule","Renewable energies","Gross inland consumption","713,719",""
"1994","France","Terajoule","Renewable energies","Gross inland consumption","721,133",""
"1995","France","Terajoule","Renewable energies","Gross inland consumption","713,392",""
"1996","France","Terajoule","Renewable energies","Gross inland consumption","721,245",""
"1997","France","Terajoule","Renewable energies","Gross inland consumption","675,826",""
"1998","France","Terajoule","Renewable energies","Gross inland consumption","670,545",""
"1999","France","Terajoule","Renewable energies","Gross inland consumption","691,989",""
"2000","France","Terajoule","Renewable energies","Gross inland consumption","659,104",""
"2001","France","Terajoule","Renewable energies","Gross inland consumption","694,572",""
"2002","France","Terajoule","Renewable energies","Gross inland consumption","628,081",""
"2003","France","Terajoule","Renewable energies","Gross inland consumption","647,875",""
"2004","France","Terajoule","Renewable energies","Gross inland consumption","657,653",""
"2005","France","Terajoule","Renewable energies","Gross inland consumption","656,267",""
"2006","France","Terajoule","Renewable energies","Gross inland consumption","641,168",""
"2007","France","Terajoule","Renewable energies","Gross inland consumption","692,929",""
"2008","France","Terajoule","Renewable energies","Gross inland consumption","779,575",""
"2009","France","Terajoule","Renewable energies","Gross inland consumption","785,010",""
"2010","France","Terajoule","Renewable energies","Gross inland consumption","870,901",""
"2011","France","Terajoule","Renewable energies","Gross inland consumption","749,109",""
"2012","France","Terajoule","Renewable energies","Gross inland consumption","863,203",""
"2013","France","Terajoule","Renewable energies","Gross inland consumption","953,563",""
"2014","France","Terajoule","Renewable energies","Gross inland consumption","894,064",""
"2015","France","Terajoule","Renewable energies","Gross inland consumption","913,290",""
"1990","Croatia","Terajoule","Renewable energies","Gross inland consumption","50,994",""
"1991","Croatia","Terajoule","Renewable energies","Gross inland consumption","71,321",""
"1992","Croatia","Terajoule","Renewable energies","Gross inland consumption","59,447",""
"1993","Croatia","Terajoule","Renewable energies","Gross inland consumption","62,696",""
"1994","Croatia","Terajoule","Renewable energies","Gross inland consumption","61,377",""
"1995","Croatia","Terajoule","Renewable energies","Gross inland consumption","64,650",""
"1996","Croatia","Terajoule","Renewable energies","Gross inland consumption","80,105",""
"1997","Croatia","Terajoule","Renewable energies","Gross inland consumption","69,539",""
"1998","Croatia","Terajoule","Renewable energies","Gross inland consumption","70,314",""
"1999","Croatia","Terajoule","Renewable energies","Gross inland consumption","73,396",""
"2000","Croatia","Terajoule","Renewable energies","Gross inland consumption","65,196",""
"2001","Croatia","Terajoule","Renewable energies","Gross inland consumption","71,676",""
"2002","Croatia","Terajoule","Renewable energies","Gross inland consumption","64,989",""
"2003","Croatia","Terajoule","Renewable energies","Gross inland consumption","70,418",""
"2004","Croatia","Terajoule","Renewable energies","Gross inland consumption","77,332",""
"2005","Croatia","Terajoule","Renewable energies","Gross inland consumption","77,684",""
"2006","Croatia","Terajoule","Renewable energies","Gross inland consumption","72,537",""
"2007","Croatia","Terajoule","Renewable energies","Gross inland consumption","64,357",""
"2008","Croatia","Terajoule","Renewable energies","Gross inland consumption","68,294",""
"2009","Croatia","Terajoule","Renewable energies","Gross inland consumption","76,577",""
"2010","Croatia","Terajoule","Renewable energies","Gross inland consumption","86,437",""
"2011","Croatia","Terajoule","Renewable energies","Gross inland consumption","71,349",""
"2012","Croatia","Terajoule","Renewable energies","Gross inland consumption","73,167",""
"2013","Croatia","Terajoule","Renewable energies","Gross inland consumption","87,167",""
"2014","Croatia","Terajoule","Renewable energies","Gross inland consumption","84,053",""
"2015","Croatia","Terajoule","Renewable energies","Gross inland consumption","82,131",""
"1990","Italy","Terajoule","Renewable energies","Gross inland consumption","270,987",""
"1991","Italy","Terajoule","Renewable energies","Gross inland consumption","314,452",""
"1992","Italy","Terajoule","Renewable energies","Gross inland consumption","331,662",""
"1993","Italy","Terajoule","Renewable energies","Gross inland consumption","333,914",""
"1994","Italy","Terajoule","Renewable energies","Gross inland consumption","345,572",""
"1995","Italy","Terajoule","Renewable energies","Gross inland consumption","323,189",""
"1996","Italy","Terajoule","Renewable energies","Gross inland consumption","349,800",""
"1997","Italy","Terajoule","Renewable energies","Gross inland consumption","362,354",""
"1998","Italy","Terajoule","Renewable energies","Gross inland consumption","378,630",""
"1999","Italy","Terajoule","Renewable energies","Gross inland consumption","409,193",""
"2000","Italy","Terajoule","Renewable energies","Gross inland consumption","423,402",""
"2001","Italy","Terajoule","Renewable energies","Gross inland consumption","432,963",""
"2002","Italy","Terajoule","Renewable energies","Gross inland consumption","455,912",""
"2003","Italy","Terajoule","Renewable energies","Gross inland consumption","540,486",""
"2004","Italy","Terajoule","Renewable energies","Gross inland consumption","542,754",""
"2005","Italy","Terajoule","Renewable energies","Gross inland consumption","590,623",""
"2006","Italy","Terajoule","Renewable energies","Gross inland consumption","641,689",""
"2007","Italy","Terajoule","Renewable energies","Gross inland consumption","709,496",""
"2008","Italy","Terajoule","Renewable energies","Gross inland consumption","825,088",""
"2009","Italy","Terajoule","Renewable energies","Gross inland consumption","880,326",""
"2010","Italy","Terajoule","Renewable energies","Gross inland consumption","915,419",""
"2011","Italy","Terajoule","Renewable energies","Gross inland consumption","880,290",""
"2012","Italy","Terajoule","Renewable energies","Gross inland consumption","1,000,027",""
"2013","Italy","Terajoule","Renewable energies","Gross inland consumption","1,104,085",""
"2014","Italy","Terajoule","Renewable energies","Gross inland consumption","1,110,014",""
"2015","Italy","Terajoule","Renewable energies","Gross inland consumption","1,099,839",""
"1990","Cyprus","Terajoule","Renewable energies","Gross inland consumption","257",""
"1991","Cyprus","Terajoule","Renewable energies","Gross inland consumption","232",""
"1992","Cyprus","Terajoule","Renewable energies","Gross inland consumption","230",""
"1993","Cyprus","Terajoule","Renewable energies","Gross inland consumption","229",""
"1994","Cyprus","Terajoule","Renewable energies","Gross inland consumption","580",""
"1995","Cyprus","Terajoule","Renewable energies","Gross inland consumption","1,867",""
"1996","Cyprus","Terajoule","Renewable energies","Gross inland consumption","1,897",""
"1997","Cyprus","Terajoule","Renewable energies","Gross inland consumption","1,863",""
"1998","Cyprus","Terajoule","Renewable energies","Gross inland consumption","1,919",""
"1999","Cyprus","Terajoule","Renewable energies","Gross inland consumption","1,918",""
"2000","Cyprus","Terajoule","Renewable energies","Gross inland consumption","1,913",""
"2001","Cyprus","Terajoule","Renewable energies","Gross inland consumption","1,904",""
"2002","Cyprus","Terajoule","Renewable energies","Gross inland consumption","1,993",""
"2003","Cyprus","Terajoule","Renewable energies","Gross inland consumption","2,120",""
"2004","Cyprus","Terajoule","Renewable energies","Gross inland consumption","2,212",""
"2005","Cyprus","Terajoule","Renewable energies","Gross inland consumption","2,241",""
"2006","Cyprus","Terajoule","Renewable energies","Gross inland consumption","2,337",""
"2007","Cyprus","Terajoule","Renewable energies","Gross inland consumption","3,068",""
"2008","Cyprus","Terajoule","Renewable energies","Gross inland consumption","3,967",""
"2009","Cyprus","Terajoule","Renewable energies","Gross inland consumption","4,201",""
"2010","Cyprus","Terajoule","Renewable energies","Gross inland consumption","4,401",""
"2011","Cyprus","Terajoule","Renewable energies","Gross inland consumption","5,080",""
"2012","Cyprus","Terajoule","Renewable energies","Gross inland consumption","5,403",""
