"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"1993","Denmark","Terajoule","Electrical energy","Primary production",":",""
"1994","Denmark","Terajoule","Electrical energy","Primary production",":",""
"1995","Denmark","Terajoule","Electrical energy","Primary production",":",""
"1996","Denmark","Terajoule","Electrical energy","Primary production",":",""
"1997","Denmark","Terajoule","Electrical energy","Primary production",":",""
"1998","Denmark","Terajoule","Electrical energy","Primary production",":",""
"1999","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2000","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2001","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2002","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2003","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2004","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2005","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2006","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2007","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2008","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2009","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2010","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2011","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2012","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2013","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2014","Denmark","Terajoule","Electrical energy","Primary production",":",""
"2015","Denmark","Terajoule","Electrical energy","Primary production",":",""
"1990","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1991","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1992","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1993","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1994","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1995","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1996","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1997","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1998","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1999","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2000","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2001","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2002","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2003","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2004","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2005","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2006","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2007","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2008","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2009","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2010","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2011","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2012","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2013","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2014","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"2015","Germany (until 1990 former territory of the FRG)","Terajoule","Electrical energy","Primary production",":",""
"1990","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1991","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1992","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1993","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1994","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1995","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1996","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1997","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1998","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1999","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2000","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2001","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2002","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2003","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2004","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2005","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2006","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2007","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2008","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2009","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2010","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2011","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2012","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2013","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2014","Estonia","Terajoule","Electrical energy","Primary production",":",""
"2015","Estonia","Terajoule","Electrical energy","Primary production",":",""
"1990","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1991","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1992","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1993","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1994","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1995","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1996","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1997","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1998","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1999","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2000","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2001","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2002","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2003","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2004","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2005","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2006","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2007","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2008","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2009","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2010","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2011","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2012","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2013","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2014","Ireland","Terajoule","Electrical energy","Primary production",":",""
"2015","Ireland","Terajoule","Electrical energy","Primary production",":",""
"1990","Greece","Terajoule","Electrical energy","Primary production",":",""
"1991","Greece","Terajoule","Electrical energy","Primary production",":",""
"1992","Greece","Terajoule","Electrical energy","Primary production",":",""
"1993","Greece","Terajoule","Electrical energy","Primary production",":",""
"1994","Greece","Terajoule","Electrical energy","Primary production",":",""
"1995","Greece","Terajoule","Electrical energy","Primary production",":",""
"1996","Greece","Terajoule","Electrical energy","Primary production",":",""
"1997","Greece","Terajoule","Electrical energy","Primary production",":",""
"1998","Greece","Terajoule","Electrical energy","Primary production",":",""
"1999","Greece","Terajoule","Electrical energy","Primary production",":",""
"2000","Greece","Terajoule","Electrical energy","Primary production",":",""
"2001","Greece","Terajoule","Electrical energy","Primary production",":",""
"2002","Greece","Terajoule","Electrical energy","Primary production",":",""
"2003","Greece","Terajoule","Electrical energy","Primary production",":",""
"2004","Greece","Terajoule","Electrical energy","Primary production",":",""
"2005","Greece","Terajoule","Electrical energy","Primary production",":",""
"2006","Greece","Terajoule","Electrical energy","Primary production",":",""
"2007","Greece","Terajoule","Electrical energy","Primary production",":",""
"2008","Greece","Terajoule","Electrical energy","Primary production",":",""
"2009","Greece","Terajoule","Electrical energy","Primary production",":",""
"2010","Greece","Terajoule","Electrical energy","Primary production",":",""
"2011","Greece","Terajoule","Electrical energy","Primary production",":",""
"2012","Greece","Terajoule","Electrical energy","Primary production",":",""
"2013","Greece","Terajoule","Electrical energy","Primary production",":",""
"2014","Greece","Terajoule","Electrical energy","Primary production",":",""
"2015","Greece","Terajoule","Electrical energy","Primary production",":",""
"1990","Spain","Terajoule","Electrical energy","Primary production",":",""
"1991","Spain","Terajoule","Electrical energy","Primary production",":",""
"1992","Spain","Terajoule","Electrical energy","Primary production",":",""
"1993","Spain","Terajoule","Electrical energy","Primary production",":",""
"1994","Spain","Terajoule","Electrical energy","Primary production",":",""
"1995","Spain","Terajoule","Electrical energy","Primary production",":",""
"1996","Spain","Terajoule","Electrical energy","Primary production",":",""
"1997","Spain","Terajoule","Electrical energy","Primary production",":",""
"1998","Spain","Terajoule","Electrical energy","Primary production",":",""
"1999","Spain","Terajoule","Electrical energy","Primary production",":",""
"2000","Spain","Terajoule","Electrical energy","Primary production",":",""
"2001","Spain","Terajoule","Electrical energy","Primary production",":",""
"2002","Spain","Terajoule","Electrical energy","Primary production",":",""
"2003","Spain","Terajoule","Electrical energy","Primary production",":",""
"2004","Spain","Terajoule","Electrical energy","Primary production",":",""
"2005","Spain","Terajoule","Electrical energy","Primary production",":",""
"2006","Spain","Terajoule","Electrical energy","Primary production",":",""
"2007","Spain","Terajoule","Electrical energy","Primary production",":",""
"2008","Spain","Terajoule","Electrical energy","Primary production",":",""
"2009","Spain","Terajoule","Electrical energy","Primary production",":",""
"2010","Spain","Terajoule","Electrical energy","Primary production",":",""
"2011","Spain","Terajoule","Electrical energy","Primary production",":",""
"2012","Spain","Terajoule","Electrical energy","Primary production",":",""
"2013","Spain","Terajoule","Electrical energy","Primary production",":",""
"2014","Spain","Terajoule","Electrical energy","Primary production",":",""
"2015","Spain","Terajoule","Electrical energy","Primary production",":",""
"1990","France","Terajoule","Electrical energy","Primary production",":",""
"1991","France","Terajoule","Electrical energy","Primary production",":",""
"1992","France","Terajoule","Electrical energy","Primary production",":",""
"1993","France","Terajoule","Electrical energy","Primary production",":",""
"1994","France","Terajoule","Electrical energy","Primary production",":",""
"1995","France","Terajoule","Electrical energy","Primary production",":",""
"1996","France","Terajoule","Electrical energy","Primary production",":",""
"1997","France","Terajoule","Electrical energy","Primary production",":",""
"1998","France","Terajoule","Electrical energy","Primary production",":",""
"1999","France","Terajoule","Electrical energy","Primary production",":",""
"2000","France","Terajoule","Electrical energy","Primary production",":",""
"2001","France","Terajoule","Electrical energy","Primary production",":",""
"2002","France","Terajoule","Electrical energy","Primary production",":",""
"2003","France","Terajoule","Electrical energy","Primary production",":",""
"2004","France","Terajoule","Electrical energy","Primary production",":",""
"2005","France","Terajoule","Electrical energy","Primary production",":",""
"2006","France","Terajoule","Electrical energy","Primary production",":",""
"2007","France","Terajoule","Electrical energy","Primary production",":",""
"2008","France","Terajoule","Electrical energy","Primary production",":",""
"2009","France","Terajoule","Electrical energy","Primary production",":",""
"2010","France","Terajoule","Electrical energy","Primary production",":",""
"2011","France","Terajoule","Electrical energy","Primary production",":",""
"2012","France","Terajoule","Electrical energy","Primary production",":",""
"2013","France","Terajoule","Electrical energy","Primary production",":",""
"2014","France","Terajoule","Electrical energy","Primary production",":",""
"2015","France","Terajoule","Electrical energy","Primary production",":",""
"1990","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1991","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1992","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1993","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1994","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1995","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1996","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1997","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1998","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1999","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2000","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2001","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2002","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2003","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2004","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2005","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2006","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2007","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2008","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2009","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2010","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2011","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2012","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2013","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2014","Croatia","Terajoule","Electrical energy","Primary production",":",""
"2015","Croatia","Terajoule","Electrical energy","Primary production",":",""
"1990","Italy","Terajoule","Electrical energy","Primary production",":",""
"1991","Italy","Terajoule","Electrical energy","Primary production",":",""
"1992","Italy","Terajoule","Electrical energy","Primary production",":",""
"1993","Italy","Terajoule","Electrical energy","Primary production",":",""
"1994","Italy","Terajoule","Electrical energy","Primary production",":",""
"1995","Italy","Terajoule","Electrical energy","Primary production",":",""
"1996","Italy","Terajoule","Electrical energy","Primary production",":",""
"1997","Italy","Terajoule","Electrical energy","Primary production",":",""
"1998","Italy","Terajoule","Electrical energy","Primary production",":",""
"1999","Italy","Terajoule","Electrical energy","Primary production",":",""
"2000","Italy","Terajoule","Electrical energy","Primary production",":",""
"2001","Italy","Terajoule","Electrical energy","Primary production",":",""
"2002","Italy","Terajoule","Electrical energy","Primary production",":",""
"2003","Italy","Terajoule","Electrical energy","Primary production",":",""
"2004","Italy","Terajoule","Electrical energy","Primary production",":",""
"2005","Italy","Terajoule","Electrical energy","Primary production",":",""
"2006","Italy","Terajoule","Electrical energy","Primary production",":",""
"2007","Italy","Terajoule","Electrical energy","Primary production",":",""
"2008","Italy","Terajoule","Electrical energy","Primary production",":",""
"2009","Italy","Terajoule","Electrical energy","Primary production",":",""
"2010","Italy","Terajoule","Electrical energy","Primary production",":",""
"2011","Italy","Terajoule","Electrical energy","Primary production",":",""
"2012","Italy","Terajoule","Electrical energy","Primary production",":",""
"2013","Italy","Terajoule","Electrical energy","Primary production",":",""
"2014","Italy","Terajoule","Electrical energy","Primary production",":",""
"2015","Italy","Terajoule","Electrical energy","Primary production",":",""
"1990","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1991","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1992","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1993","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1994","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1995","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1996","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1997","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1998","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1999","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2000","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2001","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2002","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2003","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2004","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2005","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2006","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2007","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2008","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2009","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2010","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2011","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2012","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2013","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2014","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"2015","Cyprus","Terajoule","Electrical energy","Primary production",":",""
"1990","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1991","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1992","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1993","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1994","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1995","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1996","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1997","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1998","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1999","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2000","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2001","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2002","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2003","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2004","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2005","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2006","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2007","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2008","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2009","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2010","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2011","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2012","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2013","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2014","Latvia","Terajoule","Electrical energy","Primary production",":",""
"2015","Latvia","Terajoule","Electrical energy","Primary production",":",""
"1990","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1991","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1992","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1993","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1994","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1995","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1996","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1997","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1998","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1999","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2000","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2001","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2002","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2003","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2004","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2005","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2006","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2007","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2008","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2009","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2010","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2011","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2012","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2013","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2014","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"2015","Lithuania","Terajoule","Electrical energy","Primary production",":",""
"1990","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1991","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1992","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1993","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1994","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1995","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1996","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1997","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1998","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"1999","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"2000","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"2001","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"2002","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"2003","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
"2004","Luxembourg","Terajoule","Electrical energy","Primary production",":",""
